date,open,high,low,close,adj_close,volume,dividends,stock_splits
2025-10-15,403.0,403.0,388.0,390.8500061035156,390.8500061035156,26953550,0.0,0.0
2025-10-16,395.4500122070313,400.4500122070313,389.5499877929688,396.7999877929688,396.7999877929688,21983750,0.0,0.0
2025-10-17,396.7999877929688,402.5,392.25,396.6000061035156,396.6000061035156,16564540,0.0,0.0
2025-10-20,400.0499877929688,403.3999938964844,396.6000061035156,399.75,399.75,10471670,0.0,0.0
2025-10-21,402.7999877929688,403.3999938964844,400.0499877929688,401.8500061035156,401.8500061035156,3449156,0.0,0.0
2025-10-23,407.5,408.8999938964844,403.6000061035156,405.8500061035156,405.8500061035156,14126000,0.0,0.0
2025-10-24,406.9500122070313,408.5,401.0,403.2999877929688,403.2999877929688,6311744,0.0,0.0
2025-10-27,404.0,411.3999938964844,403.6499938964844,410.0499877929688,410.0499877929688,10699370,0.0,0.0
2025-10-28,411.2999877929688,414.1499938964844,408.5499877929688,411.5,411.5,10332270,0.0,0.0
2025-10-29,412.5,415.0,407.0499877929688,411.3500061035156,411.3500061035156,8485023,0.0,0.0
2025-10-30,412.7000122070313,419.0,408.1000061035156,412.4500122070313,412.4500122070313,8783965,0.0,0.0
2025-10-31,414.0499877929688,417.5,409.0499877929688,410.0,410.0,8012169,0.0,0.0
2025-11-03,414.0,417.8500061035156,410.1000061035156,417.0,417.0,8952229,0.0,0.0
2025-11-04,417.3999938964844,417.5,405.1000061035156,406.5,406.5,8889004,0.0,0.0
2025-11-06,407.1499938964844,409.7000122070313,405.3999938964844,407.8500061035156,407.8500061035156,6862359,0.0,0.0
2025-11-07,406.7000122070313,407.2000122070313,401.4500122070313,405.7000122070313,405.7000122070313,6930046,0.0,0.0
2025-11-10,406.0,412.9500122070313,406.0,410.4500122070313,410.4500122070313,7913640,0.0,0.0
2025-11-11,412.5499877929688,413.7000122070313,402.6499938964844,407.6000061035156,407.6000061035156,8120946,0.0,0.0
2025-11-12,407.6000061035156,411.3999938964844,401.8999938964844,402.1499938964844,402.1499938964844,12940220,0.0,0.0
2025-11-13,404.0,404.0,397.3999938964844,397.9500122070313,397.9500122070313,13165720,0.0,0.0
2025-11-14,397.9500122070313,399.6000061035156,387.2999877929688,391.2000122070313,391.2000122070313,21834850,0.0,0.0
2025-11-17,380.0,380.0,363.0,372.7000122070313,372.7000122070313,32393340,0.0,0.0
2025-11-18,373.1000061035156,374.0,369.1499938964844,371.2999877929688,371.2999877929688,17484750,0.0,0.0
2025-11-19,371.2000122070313,371.25,360.3500061035156,360.8500061035156,360.8500061035156,17854510,0.0,0.0
2025-11-20,362.0,364.3999938964844,359.25,359.79998779296875,359.79998779296875,15999030,0.0,0.0
2025-11-21,359.0,364.25,358.0,362.25,362.25,10829320,0.0,0.0
2025-11-24,362.5,362.8500061035156,356.79998779296875,358.29998779296875,358.29998779296875,12671920,0.0,0.0
2025-11-25,358.0,358.1000061035156,352.0,352.45001220703125,352.45001220703125,12577560,0.0,0.0
2025-11-26,354.45001220703125,362.8500061035156,354.29998779296875,359.25,359.25,13130210,0.0,0.0
2025-11-27,362.0,362.7999877929688,356.45001220703125,357.79998779296875,357.79998779296875,8871759,0.0,0.0
2025-11-28,358.0,359.75,355.1000061035156,356.79998779296875,356.79998779296875,10905210,0.0,0.0
2025-12-01,359.0,365.0,358.70001220703125,363.7999877929688,363.7999877929688,12714130,0.0,0.0
2025-12-02,364.0,364.0,359.6000061035156,361.75,361.75,8576018,0.0,0.0
2025-12-03,361.7000122070313,361.7000122070313,354.1000061035156,356.8500061035156,356.8500061035156,9504331,0.0,0.0
2025-12-04,357.0,359.5,354.29998779296875,356.45001220703125,356.45001220703125,9173145,0.0,0.0
2025-12-05,355.0,356.54998779296875,353.0,353.6000061035156,353.6000061035156,5667381,0.0,0.0
2025-12-08,353.95001220703125,356.20001220703125,345.79998779296875,348.29998779296875,348.29998779296875,7186158,0.0,0.0
2025-12-09,348.5,348.6499938964844,341.70001220703125,344.70001220703125,344.70001220703125,9143402,0.0,0.0
2025-12-10,347.0,347.5,341.95001220703125,343.3999938964844,343.3999938964844,8705054,0.0,0.0
2025-12-11,343.3999938964844,348.20001220703125,341.3999938964844,346.6499938964844,346.6499938964844,6756893,0.0,0.0
2025-12-12,348.0,349.3500061035156,344.75,347.45001220703125,347.45001220703125,7241621,0.0,0.0
2025-12-15,347.45001220703125,348.75,343.04998779296875,347.1499938964844,347.1499938964844,8169383,0.0,0.0
2025-12-16,347.1499938964844,349.3500061035156,343.8999938964844,345.45001220703125,345.45001220703125,8391226,0.0,0.0
2025-12-17,346.45001220703125,350.0,345.3999938964844,346.3500061035156,346.3500061035156,7045390,0.0,0.0
2025-12-18,346.3500061035156,347.45001220703125,337.70001220703125,345.79998779296875,345.79998779296875,15417500,0.0,0.0
2025-12-19,347.3999938964844,354.79998779296875,347.0,352.6499938964844,352.6499938964844,74052760,0.0,0.0
2025-12-22,356.25,360.9500122070313,353.6000061035156,359.1499938964844,359.1499938964844,10798310,0.0,0.0
2025-12-23,361.0,366.75,357.6499938964844,363.25,363.25,11885570,0.0,0.0
2025-12-24,364.0,364.8999938964844,358.54998779296875,359.20001220703125,359.20001220703125,9212351,0.0,0.0
2025-12-26,359.20001220703125,360.3999938964844,354.70001220703125,358.79998779296875,358.79998779296875,8589856,0.0,0.0
